,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqrt,aleatorio2_sqr,Beneficio
4925,-0.52,2.86,17.6,0.034,0.99218,3.24,0.15,11.9,2,2.04,B,*,1.0,0.0,0.3074313850604542,0.986845980282005,3.982874817529352,418.3419032161565,11.771029381783077,9.24879815080269,1.3214480410487364,1.7693904633409607,0.9790700854683267,1.8319106920654595,1.3645593560288818,0.49920451364031343,1.031368805618086,11.694422755948017,507
4926,-1.8,0.78,66.0,0.481,0.97363,3.68,1.82,9.0,4,1.07,R,**,2.0,6.666666666666667,0.4255346486647422,0.20954899359158607,0.10639387337466956,36.19327446871926,23.7150006172446,19.90611681134619,1.234027054081542,1.947561021760502,1.4955325691052392,1.5931407870954277,1.9297524380738358,0.0022704386041231756,1.213486784507174,0.5254080987721409,459
4927,0.25,2.9,-47.0,-0.271,0.99655,3.25,0.42,9.5,2,3.94,B,***,1.0,0.0,0.4868716481282509,0.8254029880276066,9.00025669986789,438.5022434469692,2.2811951740741585,4.2930898477655575,1.3397057290369374,1.773638570330675,1.0828061534597992,1.636794865695925,1.3645593560288818,3.98866015086325,1.2980275540111332,8.1795651429758,529
4928,0.24,0.27,44.0,0.618,0.99385,2.57,3.2,10.5,2,5.38,R,**,1.0,0.0,0.2113719102543986,0.514121158383223,8.922166332698326,19.861503278456823,17.772583952579726,23.980369980156585,1.328514290715359,1.45681655083299,1.7832090383111059,1.72078388012311,1.3645593560288818,8.852507348515655,0.855102485019135,3.1712168321840237,718
4929,0.16,-0.99,28.1,0.034,0.99365,3.32,0.58,12.1,2,1.0,M,**,1.0,0.0,0.21741520606630726,0.15664120671526893,8.309692455502395,4.509598587867072,14.010452915055678,9.24879815080269,1.327673964150367,1.803095100926058,1.1395571016703416,1.8472403010026475,1.3645593560288818,1e-08,0.867248436521537,0.29313671585858925,422
4930,-0.2,1.04,12.9,-0.453,0.99546,1.78,-0.47,10.2,2,1.01,R,**,3.0,6.666666666666667,0.0060712472665490624,0.19382117478488425,5.8230393316533515,49.14629834335566,10.831762842895264,2.230934065757916,1.3352215386780062,0.9660602035937002,0.690050163534907,1.696023951238497,1.3645593560288818,4.75097458716732e-05,0.14327413196807892,0.4493324134871274,390
4931,-0.7,0.36,5.2,0.05,1.04413,3.04,-0.85,14.3,3,4.17,R,***,3.0,0.0,0.3592851059301826,0.8133280835471655,3.10089553034179,22.080206604480747,9.377354263242248,9.560632763134914,1.502369905662157,1.6821769477994597,0.4601398904128599,2.0081573979743124,1.6712221139600012,4.6371136753466535,1.1149975182404983,7.941860356588677,637
4932,2.73,-1.23,13.8,0.183,1.03527,3.55,0.53,9.2,2,1.94,M,**,2.0,0.0,0.800059169924061,0.10735909108343045,38.87227835563933,3.4001272844515733,11.00859963325345,12.352868891326791,1.4759656825693768,1.8966625346238295,1.122165920292877,1.6107443973056803,1.3645593560288818,0.4078313529779718,1.66403472639392,0.13731597658925163,359
4933,-0.34,0.49,14.0,0.034,0.98662,2.82,0.38,18.1,4,1.06,R,****,1.0,0.0,0.23648406326191918,0.3227481095458611,4.97509564616209,25.729692801047534,11.048091144304143,9.24879815080269,1.2970661699690047,1.5806940320152,1.068100507764651,2.2592687108855327,1.9297524380738358,0.001669244463102501,0.9045048252996905,1.2483763521577487,568
4934,-0.4,1.63,-77.7,0.14,0.99807,3.48,2.29,15.5,1,3.63,R,***,1.0,0.0,0.8524935688003998,0.03050215253592936,4.6321063097906015,98.39827301247405,0.35720289214773526,11.411036822530656,1.3458847069227977,1.8686815152472553,1.6030623532256314,2.0907165782828065,0.9649150833430776,3.191897942508905,1.7177076321217442,0.010837118130188063,646
4935,-0.91,1.61,2.7,-0.521,0.99067,3.44,0.73,12.2,1,2.21,M,**,3.0,0.0,0.6595929335093678,0.9276468748789062,2.2112527546161735,96.10970634813332,8.927681805567618,1.6321232901281277,1.3149597359797507,1.8525026153330988,1.18998638171878,1.8548575963185563,0.9649150833430776,0.6757176973807427,1.5108841465877754,10.332815845824097,575
4936,0.25,-0.88,1.2,0.035,0.99082,3.02,2.63,12.6,2,3.12,R,***,1.0,0.0,0.05905237757139059,0.4206608256386726,9.00025669986789,5.132738376365246,8.663181418053378,9.268136344946054,1.3156085753243882,1.6732055913433064,1.6742206902730206,1.8850189904905081,1.3645593560288818,2.074058096441823,0.45158387026344654,2.1221714857550156,706
4937,0.17,0.31,1.6,-0.069,0.991,3.81,0.5,12.0,3,1.35,B,**,2.0,0.0,0.9925849811495655,0.9141087178479165,8.38506080930294,20.81865019706756,8.733325961670536,7.365133306884219,1.3163859175068564,1.9971627616986884,1.1115841573174539,1.8395914646127416,1.6712221139600012,0.0565705286244495,1.8535001152902981,10.033268225258254,755
4938,0.28,0.42,-2.5,0.227,0.9994,3.28,0.82,9.0,3,1.0,R,**,3.0,0.0,0.5865460736001414,0.976224123556752,9.236569311403342,23.695387234266697,8.027752361455251,13.355258952802997,1.3512223567343122,1.7863222770185523,1.2190667190355906,1.5931407870954277,1.6712221139600012,1e-08,1.424749264988852,11.443913116644906,682
4939,0.52,0.09,-53.2,0.091,1.01372,3.34,3.38,10.6,4,1.55,R,***,3.0,0.0,0.7114656125061716,0.73049481176909,11.237311745132136,16.07052568949711,1.7583799840112573,10.383307847285296,1.405050041870832,1.8114232735031741,1.8152968220271546,1.7289583959898647,1.9297524380738358,0.13965185882231548,1.5691827117048731,6.405711416015695,895
4940,-0.13,-0.93,-50.7,-0.315,0.99297,3.05,0.5,9.5,2,1.1,M,**,1.0,0.0,0.777412605788362,0.8035454144349107,6.272019672226823,4.839478485175411,1.9610169680516096,3.733231988903901,1.324804853296794,1.6866447314448316,1.1115841573174539,1.636794865695925,1.3645593560288818,0.004627715422334123,1.6403102700750507,7.751850323939951,480
4941,0.89,0.38,-27.0,0.058,0.98968,3.09,-0.65,9.0,3,2.53,M,***,3.0,0.0,0.5113557381138084,0.8379132219773253,14.70576367466427,22.605981020997355,4.430832059754037,9.718488874131754,1.3106531149683252,1.704398754904912,0.5876935567966651,1.5931407870954277,1.6712221139600012,1.080327208917096,1.3302744584702884,8.42953665250854,562
4942,0.96,1.42,-17.5,0.037,0.9914,3.25,0.43,10.9,3,1.11,R,*,2.0,0.0,0.7678945918897585,0.8316990729077912,15.414356040307705,76.85552692430467,5.699607939972571,9.30687332088374,1.3181084312219566,1.773638570330675,1.0864490215950546,1.753253277190933,1.6712221139600012,0.005598039160120765,1.63023619128831,8.304899218397386,745
4943,0.12,-1.05,2.3,0.039,0.97509,3.07,0.07,10.1,2,1.82,R,**,3.0,0.0,0.0741347023916532,0.08033549379477978,8.011621557011479,4.202204738793375,8.856759475843848,9.34569108035604,1.2416038536035048,1.6955449810948724,0.9461465582112987,1.6876899212243768,1.3645593560288818,0.31036483687643973,0.5061000512997719,0.07665803264464521,636
4944,-0.99,0.26,4.8,-0.339,0.99076,3.73,0.49,15.9,3,1.12,M,Desc,2.0,0.0,0.34947136880219576,0.7076588032682732,1.9118104148571564,19.629173032280775,9.304664237821632,3.4443348160405827,1.3153491548010559,1.9667866598831503,1.1080318728082041,2.117521122113253,1.6712221139600012,0.006660645297098938,1.09965814763084,6.011220653007455,586
4945,0.95,0.27,4.1,0.201,0.9942,4.22,1.57,3.7,1,1.4,MM,**,3.0,0.0,0.2846039910976089,0.22594709548046943,15.312107804488116,19.861503278456823,9.178137256178838,12.758211716064874,1.329981036689827,2.146102728022752,1.4332473793164122,1.021517988082009,0.9649150833430776,0.07388027120423477,0.992321450242291,0.6110580531529851,227
4946,0.5,0.38,7.5,-0.923,0.9996,3.56,0.33,7.6,3,2.86,M,Desc,3.0,0.0,0.23933640193699468,0.7049703531082654,11.063097672223275,22.605981020997355,9.8008106045495,1e-08,1.3520195615524937,1.9006261959281712,1.049409023168663,1.4640006645814176,1.6712221139600012,1.5965536408218417,0.9099465315242637,5.965602643768333,347
4947,2.3,0.24,-42.4,0.044,0.96905,3.31,0.38,13.8,1,2.47,B,**,3.0,0.0,0.8959926347316697,0.05962194620338668,32.193196005476665,19.172633809843806,2.7129998761982326,9.443088907000726,1.2093059575537968,1.7989165563140639,1.068100507764651,1.9727382670231395,0.9649150833430776,0.9972648983670934,1.760993107678279,0.042049091218087566,743
4948,0.16,0.41,-73.2,0.047,1.00365,3.2,0.3,10.1,3,1.65,R,*,2.0,0.0,0.07846384483657809,0.23301995282320476,8.309692455502395,23.41821007037371,0.5350156434788679,9.501769953591378,1.3678678438029641,1.752295051111865,1.0380241018724061,1.6876899212243768,1.6712221139600012,0.19503488379997305,0.5206948299426039,0.6499961121167097,615
4949,0.9,0.14,3.5,0.572,0.9959,3.17,2.07,12.6,2,5.55,B,***,2.0,0.0,0.6533297817322408,0.8432024662326778,14.805970400457094,17.04435802070843,9.070374958949644,22.5701025813248,1.3370371032607444,1.73936323030672,1.5541647319920453,1.8850189904905081,1.3645593560288818,9.552999994865406,1.503692207848989,8.536354572229234,689
4950,0.21,-1.12,1.6,-0.718,0.99074,3.96,0.46,4.4,1,2.8,M,Desc,3.0,0.0,0.38721065683272493,0.15916761848812389,8.689936741216398,3.8699594780752946,8.733325961670536,0.4244963020297231,1.3152626471739797,2.0529068641213257,1.0972986735048311,1.1139563774139538,0.9649150833430776,1.4952194152319216,1.1575349229570355,0.3026980252721445,478
4951,0.22,2.9,1.2,0.291,1.01279,2.97,0.54,9.2,2,2.79,B,***,3.0,0.0,0.790268723136374,0.8249419024109341,8.76700635337258,438.5022434469692,8.663181418053378,14.883077834311102,1.4017383645126313,1.650563879069512,1.1256684370070575,1.6107443973056803,1.3645593560288818,1.4786533660307726,1.6538200533643244,8.170423913808877,477
4952,-0.485,0.49,57.1,0.03,0.9918,3.55,0.45,11.7,1,2.44,MM,Desc,3.0,6.666666666666667,0.37076484479373795,0.20132042849883947,4.167172759164203,25.729692801047534,21.207975145891613,9.171647333065774,1.3198242183087352,1.8966625346238295,1.093695186496649,1.8164517163302607,0.9649150833430776,0.9569795554811767,1.1326773388068312,0.48486468999141114,346
4953,0.4,1.24,109.9,0.19,0.97985,3.26,0.49,17.3,3,2.07,R,*,3.0,6.666666666666667,0.30886148646381684,0.14832601669935774,10.21244240794659,62.18606429235193,38.1298036257017,12.50972467053761,1.2653888638264061,1.7778765268058807,1.1080318728082041,2.2087768842071793,1.6712221139600012,0.5284159686232499,1.0337659697142327,0.26275112489861535,718
4954,0.33,0.18,3.0,0.036,0.96707,2.98,0.4,11.5,2,2.0,M,*,1.0,0.0,0.8555065294760901,0.9701383304290858,9.63722869738497,17.865743719993063,8.981059160908615,9.28749473497307,1.198132568696939,1.6551170004841642,1.0754803623705662,1.8008600422616272,1.3645593560288818,0.46154786058507874,1.7207408965166675,11.301605780056745,164
4955,0.2,0.97,-97.8,0.395,1.01986,3.74,-0.39,11.9,2,2.4,MM,*,2.0,0.0,0.26580392289527066,0.15647100444546147,8.613207380731344,45.26057032166355,1e-08,17.542214756358366,1.4263478918467127,1.9706092793593104,0.7323824483918088,1.8319106920654595,1.3645593560288818,0.9045577185553026,0.9589698522352816,0.29249809510115066,179
4956,0.13,0.71,1.8,0.04,0.96949,2.85,0.27,11.1,3,2.65,M,Desc,3.0,0.0,0.5487636209364304,0.34197766765234905,8.085628904127518,33.331670939245925,8.768504295220927,9.36513025391767,1.2117473291466303,1.594912888548016,1.0265080700274767,1.769264536445963,1.6712221139600012,1.256418329129784,1.378086351552437,1.401798736139192,222
4957,-0.96,-1.09,22.7,0.038,0.9959,3.68,0.5,9.4,2,1.81,R,**,3.0,0.0,0.8795667812672708,0.43854398311663234,2.021549404733335,4.009006463255123,12.834408213912766,9.326272102678063,1.3370371032607444,1.947561021760502,1.1115841573174539,1.6281576887378693,1.3645593560288818,0.3028424627960567,1.7447741029323007,2.306655441957973,344
4958,0.22,0.28,-44.6,0.424,1.02115,3.22,-0.93,19.2,2,1.75,M,*,1.0,0.0,0.1011047857007692,0.24575709592327555,8.76700635337258,20.096583377782547,2.5018178672383486,18.322652621247236,1.4307033047118307,1.7608635037834521,0.4041848695371587,2.3269067043355394,1.3645593560288818,0.25964614869678043,0.5911830755643523,0.7231505286009169,429
4959,1.73,1.16,48.5,0.051,0.99416,3.15,0.41,9.2,2,2.25,M,**,2.0,0.0,0.7531287455386793,0.4955405251533559,24.309245966810444,56.599444397127556,18.91847525228876,9.58029409141673,1.3298136540773189,1.7306883353560871,1.0791499663020672,1.6107443973056803,1.3645593560288818,0.721126071968063,1.614483291146147,2.9459351983039124,302
4960,-0.87,0.41,25.6,-0.438,1.0017,3.16,-2.32,13.6,3,1.0,B,**,3.0,6.666666666666667,0.9875073741712508,0.7022130869841081,2.369139964602732,23.41821007037371,13.459579878736596,2.37559661560347,1.3603063134518283,1.7350312044860536,-9.210340371976182,1.9583912592311217,1.6712221139600012,1e-08,1.8487525345316207,5.918997436687658,416
4961,0.18,1.67,1.3,0.041,0.9926,3.04,0.74,6.6,3,3.36,B,****,1.0,0.0,0.41047465211059164,0.9958821933392389,8.460769414774614,103.14019020223,8.680691038522216,9.384589623362954,1.3232358556348731,1.6821769477994597,1.1932596076436763,1.3642940358191955,1.6712221139600012,2.5702008796059337,1.1918129878852306,11.909671150151837,583
4962,1.28,0.84,-38.7,0.069,0.99382,2.0,0.62,18.4,3,2.11,B,**,2.0,0.0,0.023334825404841664,0.5498036397679941,18.865952468889553,38.840834652261144,3.0874640170709324,9.937651496594201,1.3283883433658579,1.1244545245704414,1.1532555107077276,2.27791462239112,1.6712221139600012,0.5686565288558465,0.28335034145749927,3.6271238330781244,594
4963,0.19,1.79,5.0,0.067,0.995,4.37,2.17,9.8,2,2.5,B,***,2.0,0.0,0.12429927692320486,0.3488920985274211,8.536818271917417,118.78163070748354,9.340973896618003,9.897621984102695,1.3333154960750198,2.198072886704902,1.5766877359110085,1.66243717213176,1.3645593560288818,1.038380782845733,0.6555821325092069,1.4591381266104573,680
4964,-0.68,0.4,-52.2,0.076,0.9834,3.38,1.51,15.8,4,1.45,MB,***,2.0,0.0,0.7995223885342239,0.7981825489740135,3.193449202180152,23.144275190703553,1.838109005854763,10.078390960649564,1.282292059817552,1.827965793279448,1.4177033985595695,2.1108518966577137,1.9297524380738358,0.09349707376380757,1.6634763111347504,7.648662995463022,1325
4965,1.72,1.96,11.0,0.324,0.98372,2.89,-0.72,9.5,3,4.2,M,**,1.0,0.0,0.7389451675413277,0.13111352535665066,24.18079835231408,145.08456208980618,10.46314280047048,15.703182956876073,1.2837832613066291,1.6136764817234532,0.544875990392653,1.636794865695925,1.6712221139600012,4.725293583412958,1.599205473632019,0.20513423283802595,269
4966,-0.47,0.57,18.2,-0.368,1.00188,2.98,1.59,9.0,5,1.0,R,**,2.0,0.0,0.21572807234162217,0.7019126903107495,4.24743353506015,28.26932928037026,11.89374638460759,3.1107712687517557,1.361009596728652,1.6551170004841642,1.438375473671531,1.5931407870954277,2.1575230219663686,1e-08,0.8638747800523519,5.913930966016229,598
4967,0.26,0.27,45.1,-0.176,1.06458,3.85,1.54,9.9,2,5.25,M,*,2.0,0.0,0.6660019333057123,0.6437690305539243,9.078687318708582,19.861503278456823,18.04938512377772,5.635217183038807,1.5585014204858463,2.012178859427446,1.425505590551165,1.6708971614847345,1.3645593560288818,8.334831569149365,1.5182082937546564,4.9741290270315055,338
4968,0.36,-0.9,-47.2,0.118,0.98955,3.9,0.43,9.5,2,1.33,B,**,2.0,0.0,0.20055291406743858,0.554527550654287,9.881707349027474,5.013360123218028,2.263269550524989,10.943609309261133,1.3100844356497305,2.0307928487022613,1.0864490215950546,1.636794865695925,1.3645593560288818,0.05029260838687582,0.8329159690332159,3.68977447589644,818
4969,0.41,0.56,59.6,0.238,0.99119,3.16,0.62,3.3,1,5.29,B,**,1.0,0.0,0.5510193696092366,0.19342729228417532,10.295976801854184,27.938648357639487,21.898054218337343,13.611965722977219,1.3172049541478414,1.7350312044860536,1.1532555107077276,0.964727478662194,0.9649150833430776,8.49245534115355,1.380916556486632,0.4475035248233562,542
4970,0.29,0.33,8.75,0.035,0.95327,3.11,0.46,11.1,3,1.88,B,**,3.0,0.0,0.7999290697601042,0.9572205119397399,9.316020685257413,21.31438440173779,10.034871995304732,9.268136344946054,1.109880594848977,1.7132067734301126,1.0972986735048311,1.769264536445963,1.6712221139600012,0.35743701174175874,1.6638994000171543,11.002492254182316,470
4971,0.195,-0.52,82.5,0.047,0.9987,3.09,-0.22,4.2,4,1.12,M,*,1.0,0.0,0.5371041336853151,0.4555132265101499,8.574970294865489,7.839948214193631,28.73327746145409,9.501769953591378,1.348420969787941,1.704398754904912,0.8167958983120722,1.0883468495092077,1.9297524380738358,0.006660645297098938,1.363363958612492,2.488820152908754,252
4972,0.22,1.47,30.7,-0.282,0.99178,3.25,0.38,16.5,1,1.34,M,**,2.0,0.0,0.25067385971856726,0.7732786642303328,8.76700635337258,81.5127732644218,14.595080695297616,4.149459830167041,1.3197385877669814,1.773638570330675,1.068100507764651,2.1571035071200386,0.9649150833430776,0.05338542730606688,0.93126186189815,7.1785454020613635,637
4973,-0.46,-0.03,2.0,0.217,0.9982,3.86,0.64,9.6,2,3.27,B,*,1.0,6.666666666666667,0.5285015315336741,0.6567325607855606,4.30136603357969,13.954321610101692,8.803753336599188,13.124009729519138,1.3464092372577194,2.0159154071362813,1.1600349844446844,1.6453867038908638,1.3645593560288818,2.3779182739739664,1.3523987385717746,5.176624408822862,735
4974,0.46,1.84,57.6,0.414,0.99702,3.62,-0.97,8.5,5,3.55,R,*,2.0,0.0,0.5945210645837556,0.021752637616860304,10.718752546459076,125.97949060154707,21.34510711253233,18.05161750716606,1.3416254625706994,1.9242367149248039,0.37498769268206816,1.54825634267893,2.1575230219663686,3.000677943013915,1.4344047032018017,0.00544160398811618,411
4975,0.12,0.21,2.9,0.293,0.969,2.66,0.32,12.9,1,1.71,R,****,3.0,0.0,0.9196942225060096,0.1812768481749496,8.011621557011479,18.50765685017808,8.963249032171312,14.932155102679355,1.209027591615284,1.5025894184391306,1.0456284329592842,1.907327059899994,0.9649150833430776,0.23269425394775947,1.7841363749012837,0.3929182216166651,726
4976,1.54,0.31,47.0,0.836,0.95413,4.02,0.45,8.4,4,1.59,M,**,2.0,0.0,0.6818941906573687,0.577632994303774,21.926924327142125,20.81865019706756,18.532534170401185,31.244967879153855,1.116020648518259,2.074785191573495,1.093695186496649,1.5391223894392663,1.9297524380738358,0.16069768002308063,1.5362191808240053,4.003938191304877,442
4977,-1.12,0.47,-3.0,-0.097,0.99184,2.69,1.26,10.7,3,1.0,M,*,3.0,0.0,0.9118569356664651,0.4778308268875535,1.4716609658575996,25.131266472764896,7.94373965050476,6.890108328089931,1.3199954294079494,1.5175402662247053,1.3502030876062348,1.7370944441901097,1.6712221139600012,1e-08,1.7765170697514192,2.7389382899473658,218
4978,0.18,0.49,1.5,0.041,1.01218,2.04,0.49,13.1,5,1.63,R,**,3.0,0.0,0.18317701700100097,0.9472208932306565,8.460769414774614,25.729692801047534,8.715763310330795,9.384589623362954,1.3995533755602132,1.150913829718691,1.1080318728082041,1.9220552695932955,2.1575230219663686,0.18322001961090953,0.7959901173778764,10.773704503042262,581
4979,0.33,0.28,1.3,0.051,1.04049,4.1,1.13,10.3,3,5.27,R,**,1.0,0.0,0.14135905399880988,0.22888824288700316,9.63722869738497,20.096583377782547,8.680691038522216,9.58029409141673,1.4916914495077953,2.10360236793798,1.313215494885411,1.7043172287303043,1.6712221139600012,8.413458890353073,0.6991726466623784,0.6271038279997376,571
4980,0.73,-1.36,13.0,0.049,0.9497,2.19,0.15,4.4,3,5.16,B,Desc,2.0,0.0,0.9640774604487078,0.9339182027129178,13.148730289252377,2.917855005216629,10.85134066732941,9.540991630736748,1.0832357116336784,1.2451386025171125,0.9790700854683267,1.1139563774139538,1.6712221139600012,7.985576602492662,1.82668565636868,10.473069583629304,536
4981,1.43,0.28,-52.2,0.209,0.96419,3.11,3.29,10.9,2,1.95,B,****,1.0,0.0,0.4363315333582325,0.1009233367974034,20.603827008859593,20.096583377782547,1.838109005854763,12.940464454515094,1.181300203896631,1.7132067734301126,1.7993816278809778,1.753253277190933,1.3645593560288818,0.41655339824784415,1.228790007695152,0.1212774892700047,1177
